PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,Oi 6,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallZAmb4
11,10/5/2024,03:02.9,4,5,"Tabor, Jacob",1000282880,Left,TOL_ROC,"Caron, Max",1000370437,Right,ASH_UNI,Undefined,1,Top,1,2,2,Slider,Slider,InPlay,Undefined,GroundBall,FieldersChoice,1,1,,79.6605,1.799841,1.593612,2261.975444,282.202487,3:30,5.52603,-2.76285,5.87728,-43.75353,-0.27827,6.62555,3.55266,-0.73031,73.98071,-6.229291,2.78171,0.474561,,,,,,,,,,,,-3.04929,-0.29453,2.63005,50,5.64559,-3.46233,-115.85651,2.25406,-4.19895,18.9847,-32.57961,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,4d4987d0-8333-11ef-8cc6-2f507be82399,79.42585,,,5.67979,,,,,,,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,03:02.9,2024-10-05T12:03:02.8949004-04:00,2024-10-05T16:03:02.8949004Z,,v3,471468,,,"White, Brayden",1000223004,Right,TOL_ROC,61de463f-d0d8-4453-8732-22dae18eedcd,54.62462,-116.61186,9.49235,5.53012,3.55031,-16.28981,2.76448,-3.29527,-2.09948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,328.809598,-62.029142,1060.917174,0.469022,5:00,0.863625,-0.270518,0.425408,-84.158502,6.690224,38.770549,147.189641,-33.752829,0.450525,-0.555611,-0.698801,38.487935,-26.777399,0.555611,-0.450525,0.698801,-38.487935,26.777399,-0.555611,0.450525,0.698801,-147.189641,33.752829,-0.450525,0.555611,-0.698801
12,10/5/2024,03:46.1,5,1,"Tabor, Jacob",1000282880,Left,TOL_ROC,"Peltz, Ben",1000370416,Left,ASH_UNI,Undefined,1,Top,2,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.53506,-0.53191,3.552245,2294.110867,141.121264,10:45,5.5115,-2.7094,6.44562,-22.86954,11.29237,-8.2426,3.11603,-0.12826,81.89634,-4.852441,2.061306,0.420671,,,,,,,,,,,,5.26851,6.37882,2.46066,50,5.46339,-7.73982,-129.96001,-1.88474,9.01766,27.03156,-21.25594,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,66fa5fb0-8333-11ef-8cc6-2f507be82399,89.60081,,,7.63873,,,,,,,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,03:46.1,2024-10-05T12:03:46.0540000-04:00,2024-10-05T16:03:46.0540000Z,,v3,471468,,,"White, Brayden",1000223004,Right,TOL_ROC,097af9ae-3a98-4f7f-b722-46ef4eb5a2ef,54.05171,-130.80005,13.51578,5.5117,-1.22419,-10.62797,2.70554,-8.02006,4.50883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.88102,1.983703,0.710656,1.273047,-1.03854,2.90254,0.04139,-0.9909,6.05345,-0.71406,127.27919,3.88025,3.16774,-0.7807,112.61158,-9.42253,6.12582,14.94405,-13.1166,-0.73663,2.24504,0.64375,High,High,High,,,High,High,High,121.404496,-34.133003,1898.92104,0.827737,10:00,0.580191,0.711661,-0.396128,52.188617,-56.427576,-9.929628,175.286079,-1.284107,0.08216,-0.02241,-0.996367,1.288464,-4.712734,0.02241,-0.08216,0.996367,-1.288464,4.712734,-0.02241,0.08216,0.996367,-175.286079,1.284107,-0.08216,0.02241,-0.996367
13,10/5/2024,04:18.4,5,2,"Tabor, Jacob",1000282880,Left,TOL_ROC,"Peltz, Ben",1000370416,Left,ASH_UNI,Undefined,1,Top,2,0,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.92496,-2.180162,5.197424,2301.473578,136.383532,10:30,5.54155,-2.64383,6.32321,-23.32525,11.39194,-9.65004,1.58072,1.35171,81.19767,-6.586402,3.46158,0.424076,,,,,,,,,,,,6.65882,6.99449,2.26757,50,5.37066,-11.4233,-129.94635,-5.66965,11.22251,30.87538,-20.38579,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,7a5498f0-8333-11ef-8cc6-2f507be82399,88.88137,,,8.72729,,,,,,,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,04:18.4,2024-10-05T12:04:18.4574476-04:00,2024-10-05T16:04:18.4574476Z,,v3,471468,,,"White, Brayden",1000223004,Right,TOL_ROC,011d3218-108d-4d0f-8482-55f0e616fe84,54.17236,-130.93395,15.43769,5.54159,-5.01757,-10.1929,2.63871,-11.78228,5.61125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,122.562788,-34.813891,1889.53471,0.821011,10:00,0.581969,0.713167,-0.390775,-0.632948,-74.538818,57.617169,172.329989,5.666173,0.132815,0.098732,-0.986211,5.716987,7.632311,0.098732,0.132815,0.986211,-5.716987,-7.632311,-0.098732,-0.132815,0.986211,-172.329989,-5.666173,-0.132815,-0.098732,-0.986211
14,10/5/2024,04:37.9,5,3,"Tabor, Jacob",1000282880,Left,TOL_ROC,"Peltz, Ben",1000370416,Left,ASH_UNI,Undefined,1,Top,2,1,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,79.83037,0.454259,1.282866,2180.671902,298.106251,4:00,5.37744,-3.07732,5.81347,-47.759,-3.89607,9.76481,1.82003,-1.07052,73.63165,-8.285789,3.03506,0.476673,,,,,,,,,,,,-4.66532,-1.7691,2.96626,50,5.38596,-2.96266,-116.03683,-0.63856,-6.36216,21.66818,-34.58662,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,85eb8430-8333-11ef-8cc6-2f507be82399,79.07407,,,6.19872,,,,,,,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,04:37.9,2024-10-05T12:04:37.9084812-04:00,2024-10-05T16:04:37.9084812Z,,v3,471468,,,"White, Brayden",1000223004,Right,TOL_ROC,e980ad5f-b36b-4feb-bc24-02eb98ecdb35,54.6875,-116.90888,10.83409,5.38365,0.75339,-17.29331,3.08034,-2.70662,-3.18108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,330.994354,-62.114828,1019.902606,0.467701,5:00,0.872682,-0.233787,0.428684,-82.43955,5.03635,47.226275,152.428898,-34.400342,0.381901,-0.564972,-0.731408,37.684077,-22.45151,0.564972,-0.381901,0.731408,-37.684077,22.45151,-0.564972,0.381901,0.731408,-152.428898,34.400342,-0.381901,0.564972,-0.731408
15,10/5/2024,04:56.5,5,4,"Tabor, Jacob",1000282880,Left,TOL_ROC,"Peltz, Ben",1000370416,Left,ASH_UNI,Undefined,1,Top,2,2,0,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,78.5631,0.956501,0.95791,2286.250542,308.455697,4:15,5.4188,-3.01563,5.87274,-51.75708,-6.60544,10.01048,1.99432,-1.29163,72.52592,-8.516171,2.756708,0.483624,,,,,,,,,,,,-4.89016,-3.29209,2.93221,50,5.46585,-2.27532,-114.2294,0.24689,-6.46587,20.90023,-36.52693,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,910f6250-8333-11ef-8cc6-2f507be82399,77.93742,,,6.03718,,,,,,,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,04:56.5,2024-10-05T12:04:56.5086732-04:00,2024-10-05T16:04:56.5086732Z,,v3,471468,,,"White, Brayden",1000223004,Right,TOL_ROC,3fb5404d-f84e-4572-a26a-53662175b24b,54.62894,-115.07323,10.45012,5.42611,1.72163,-18.26347,3.01881,-2.01426,-3.23294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,322.706952,-59.112401,1173.659343,0.513356,4:45,0.845917,-0.32532,0.422599,-85.056337,6.148,42.050896,154.649872,-32.160789,0.362453,-0.532297,-0.765041,34.829258,-21.250891,0.532297,-0.362453,0.765041,-34.829258,21.250891,-0.532297,0.362453,0.765041,-154.649872,32.160789,-0.362453,0.532297,-0.765041
16,10/5/2024,05:12.9,5,5,"Tabor, Jacob",1000282880,Left,TOL_ROC,"Peltz, Ben",1000370416,Left,ASH_UNI,Undefined,1,Top,2,3,0,Fastball,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,89.53523,-1.80263,4.678584,2280.615679,133.712952,10:30,5.64935,-2.78333,6.34334,-22.99643,11.37989,-10.77292,2.0674,0.63559,82.06121,-6.124755,2.737286,0.421989,89.5571,45.80796,-63.715439,5381.051755,,,,,125.91385,,,6.89103,6.75059,2.44751,50,5.50698,-10.19113,-129.73544,-4.79147,11.76753,26.64622,-20.64633,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,9ac66a00-8333-11ef-8cc6-2f507be82399,89.32093,99.39197,,7.47403,,,,0.7376,1.9099,-0.53759,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,05:12.9,2024-10-05T12:05:12.9121804-04:00,2024-10-05T16:05:12.9121804Z,,v3,471468,,,"White, Brayden",1000223004,Right,TOL_ROC,5479106b-5173-4795-be3b-7063af453a9e,54.15524,-130.58609,13.32311,5.64942,-4.13236,-10.32317,2.77885,-10.5668,5.88376,,0.73759,40.54545,-15.8158,3.85078,-0.6238,-0.29365,0.37927,-0.15796,0.02378,1.90991,94.1792,-27.7228,4.32125,-1.54103,1.08393,-0.72905,0.26554,-0.03811,-0.53757,-82.09304,14.26103,-3.47467,0.53569,0.31418,-0.38265,0.15803,-0.02373,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,,123.295392,-34.126107,1887.904576,0.827805,10:00,0.574243,0.709227,-0.408952,16.39295,-71.266524,38.903488,174.191329,5.258521,0.100781,0.09165,-0.990678,5.285508,5.78414,0.09165,0.100781,0.990678,-5.285508,-5.78414,-0.09165,-0.100781,0.990678,-174.191329,-5.258521,-0.100781,-0.09165,-0.990678
17,10/5/2024,05:30.7,5,6,"Tabor, Jacob",1000282880,Left,TOL_ROC,"Peltz, Ben",1000370416,Left,ASH_UNI,Undefined,1,Top,2,3,1,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,88.81913,-1.534851,3.36948,2135.873029,152.402903,11:00,5.53767,-2.87066,6.55603,-21.45631,13.10713,-6.28567,2.3396,-0.30149,81.37716,-5.601895,2.229682,0.423136,62.06327,52.943777,-133.244989,5738.470673,,,,,39.447,,,4.25252,7.64508,2.64065,50,5.42236,-7.35658,-128.95325,-4.06159,7.16355,26.71107,-19.29552,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,a561de40-8333-11ef-8cc6-2f507be82399,89.07882,43.3751,,7.44197,,,,1.29368,2.33886,0.29433,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,05:30.7,2024-10-05T12:05:30.7066380-04:00,2024-10-05T16:05:30.7066380Z,,v3,471468,,,"White, Brayden",1000223004,Right,TOL_ROC,ee6d1ec7-85dd-4661-a11e-1a3c6cdbcfee,53.94282,-129.76739,13.35554,5.5372,-3.47348,-9.64776,2.8682,-7.57493,3.58178,28.078654,1.29368,-37.58024,-2.33992,1.72946,-0.51501,0.14486,-0.03982,0.01355,-0.0028,2.33886,72.6428,-28.45174,4.04026,-0.88258,0.20629,-0.07377,0.0322,-0.00682,0.29433,-39.95598,6.52034,0.15455,-0.19906,0.08089,-0.00459,-0.00391,0.00083,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,121.8076,-40.583867,1622.098431,0.759455,10:00,0.655472,0.662595,-0.362386,60.162508,-63.177962,-14.557195,173.526831,5.92453,0.112136,0.103218,-0.988318,5.96227,6.438447,0.103218,0.112136,0.988318,-5.96227,-6.438447,-0.103218,-0.112136,0.988318,-173.526831,-5.92453,-0.112136,-0.103218,-0.988318
18,10/5/2024,05:51.1,5,7,"Tabor, Jacob",1000282880,Left,TOL_ROC,"Peltz, Ben",1000370416,Left,ASH_UNI,Undefined,1,Top,2,3,2,Fastball,Cutter,InPlay,Undefined,LineDrive,Single,0,1,,86.61116,-0.673854,2.889107,2358.153443,154.278475,11:15,5.43363,-2.7856,6.6621,-24.87466,11.11595,-4.84118,2.74334,-0.54318,79.71323,-5.37186,2.008866,0.431784,70.53003,26.136854,13.785627,1648.429608,107.59447,36.98739,22.87817,218.17708,217.31769,9.840496,3.286436,3.34327,6.36953,2.5935,50,5.37815,-6.18393,-125.92041,-2.17052,5.39294,24.45222,-21.89957,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,b186d8b0-8333-11ef-8cc6-2f507be82399,87.29476,37.40351,,6.89793,,,,1.55975,2.79747,0.54669,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,05:51.1,2024-10-05T12:05:51.0822412-04:00,2024-10-05T16:05:51.0822412Z,FlyBall,v3,471468,,,"White, Brayden",1000223004,Right,TOL_ROC,60684c11-1766-47cf-9cd0-9d5cc78abe23,53.83783,-126.66348,12.22611,5.43399,-1.50502,-10.94979,2.78392,-6.34782,2.69647,159.294913,1.55955,90.19753,-13.01748,2.79261,-0.63963,0.16362,-0.03788,0.00528,-0.00028,2.79761,45.56438,-16.06672,0.81955,-0.07671,-0.01125,0.00507,0.00016,-0.00014,0.5466,22.13176,-5.67789,1.23059,-0.28228,0.07166,-0.01644,0.00229,-0.00012,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,122.204492,-48.732123,1555.391706,0.65958,10:00,0.761789,0.566906,-0.31352,81.751982,-43.639699,-47.259079,171.6263,9.059526,0.143812,0.157461,-0.976998,9.155503,8.268505,0.157461,0.143812,0.976998,-9.155503,-8.268505,-0.157461,-0.143812,0.976998,-171.6263,-9.059526,-0.143812,-0.157461,-0.976998
19,10/5/2024,06:23.6,6,1,"Tabor, Jacob",1000282880,Left,TOL_ROC,"Overholt, Collin",1000335364,Right,ASH_UNI,Undefined,1,Top,2,0,0,ChangeUp,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,79.61442,0.365818,1.31184,2275.58811,265.758517,2:45,5.51179,-2.71475,5.96995,-41.91609,1.74803,6.43063,2.35803,-0.96243,73.57097,-7.352408,2.468385,0.475591,,,,,,,,,,,,-2.94067,1.24626,2.60746,50,5.51771,-2.89271,-115.74129,-0.58594,-4.01149,20.46088,-30.47396,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,c4f27710-8333-11ef-8cc6-2f507be82399,79.25388,,,6.04345,,,,,,,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,06:23.6,2024-10-05T12:06:23.6400652-04:00,2024-10-05T16:06:23.6400652Z,,v3,471468,,,"White, Brayden",1000223004,Right,TOL_ROC,0b16ae9a-6b51-4565-ba06-380b3abf3ce2,54.52846,-116.53909,10.23044,5.51739,0.60227,-15.23698,2.7172,-2.7363,-2.00574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,329.395686,-64.051027,995.730251,0.437571,5:00,0.888886,-0.228506,0.397073,-72.262575,-4.529538,51.623351,149.618453,-37.183904,0.402936,-0.604375,-0.687294,41.32693,-23.761828,0.604375,-0.402936,0.687294,-41.32693,23.761828,-0.604375,0.402936,0.687294,-149.618453,37.183904,-0.402936,0.604375,-0.687294
20,10/5/2024,06:39.3,6,2,"Tabor, Jacob",1000282880,Left,TOL_ROC,"Overholt, Collin",1000335364,Right,ASH_UNI,Undefined,1,Top,2,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,87.82856,0.414135,2.680332,2290.427035,138.719234,10:30,5.57424,-2.80125,6.42925,-23.98934,11.37115,-9.04776,3.95618,-1.08996,80.51679,-4.115056,1.042325,0.427987,,,,,,,,,,,,5.39575,6.16382,2.61394,50,5.5928,-5.61574,-127.61101,0.2209,8.93572,25.20401,-21.96634,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,ce3cb330-8333-11ef-8cc6-2f507be82399,88.06913,,,7.31177,,,,,,,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,06:39.3,2024-10-05T12:06:39.2555532-04:00,2024-10-05T16:06:39.2555532Z,,v3,471468,,,"White, Brayden",1000223004,Right,TOL_ROC,a258ff58-feaf-4831-8287-60c20325759b,54.06765,-128.41188,12.602,5.5747,0.91889,-10.98317,2.7969,-5.89968,4.46786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,Medium,Medium,,,,,,125.506879,-43.098513,1672.424028,0.73018,10:15,0.706613,0.589446,-0.391474,65.95952,-50.850313,-31.469441,173.217725,4.542694,0.117726,0.079202,-0.989883,4.574572,6.76087,0.079202,0.117726,0.989883,-4.574572,-6.76087,-0.079202,-0.117726,0.989883,-173.217725,-4.542694,-0.117726,-0.079202,-0.989883
21,10/5/2024,06:54.3,6,3,"Tabor, Jacob",1000282880,Left,TOL_ROC,"Overholt, Collin",1000335364,Right,ASH_UNI,Undefined,1,Top,2,1,1,Slider,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,79.08696,0.286722,2.81598,2282.26627,280.29757,3:15,5.52858,-2.64109,5.87128,-44.4503,0.48138,5.26819,2.09103,0.4156,72.48881,-7.886107,3.760094,0.482445,92.94213,17.712965,-58.556275,3371.534924,51.8836,21.64431,-96.99451,221.25971,156.66077,-67.619053,2.197613,-1.89016,0.53567,2.40996,50,5.52581,-5.83842,-114.76909,-0.82365,-2.50713,22.34059,-31.46356,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,d73ffb40-8333-11ef-8cc6-2f507be82399,78.12797,21.7222,,6.59815,,,,2.30858,2.20024,-0.5224,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,06:54.3,2024-10-05T12:06:54.3086604-04:00,2024-10-05T16:06:54.3086604Z,LineDrive,v3,471468,,,"White, Brayden",1000223004,Right,TOL_ROC,b7aeac7e-42f0-4e0b-8f1c-ab28a2c0cfd5,54.62822,-115.6665,11.1703,5.53351,0.44022,-15.73178,2.64246,-5.73771,-1.25356,,2.30863,67.73566,-17.64515,2.38223,-0.20717,-0.24718,0.19463,-0.06478,0.00851,2.20021,41.47593,-24.99463,3.73489,-0.96472,0.40429,-0.17038,0.04835,-0.00602,-0.52245,-110.78054,7.8456,0.38477,-0.44087,0.41183,-0.23278,0.07203,-0.00925,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,,335.332539,-65.860328,933.361141,0.408962,5:15,0.892327,-0.175245,0.415984,-80.26725,-0.039663,57.564312,156.603174,-33.568326,0.330872,-0.552931,-0.764716,35.868952,-19.321711,0.552931,-0.330872,0.764716,-35.868952,19.321711,-0.552931,0.330872,0.764716,-156.603174,33.568326,-0.330872,0.552931,-0.764716
22,10/5/2024,07:12.3,6,4,"Tabor, Jacob",1000282880,Left,TOL_ROC,"Overholt, Collin",1000335364,Right,ASH_UNI,Undefined,1,Top,2,1,2,Fastball,Four-Seam,InPlay,Undefined,LineDrive,Triple,0,1,,87.88231,-1.752065,3.769058,2145.391372,142.502253,10:45,5.64305,-2.62672,6.30094,-22.38308,13.66768,-9.52532,2.15956,0.05708,79.71666,-5.994189,2.050892,0.432144,98.61668,11.423405,-38.479271,3411.59296,81.34604,8.40497,-74.04579,152.1438,152.1438,-44.266217,1.313781,6.11252,8.01256,2.3541,50,5.50339,-8.01301,-127.3421,-4.55021,9.93917,28.52878,-19.14533,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,e1fa6930-8333-11ef-8cc6-2f507be82399,87.22188,10.17729,,8.16565,,,,1.41881,1.93224,0.11635,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,07:12.3,2024-10-05T12:07:12.3553292-04:00,2024-10-05T16:07:12.3553292Z,LineDrive,v3,471468,,,"White, Brayden",1000223004,Right,TOL_ROC,1616fe3c-4848-4603-b1c9-b4ca1a236409,54.19612,-128.27873,14.26439,5.64245,-3.92165,-9.57267,2.62253,-8.33932,4.96959,,1.41881,110.9841,-28.92467,6.908,-1.80681,0.4691,-0.11779,0.02333,-0.00249,1.93224,28.64659,-26.97296,4.1058,-1.04673,0.27092,-0.06613,0.01308,-0.0014,0.11635,-88.21521,5.76701,-0.01992,-0.19038,0.0892,-0.02776,0.00622,-0.00071,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,High,,,,126.226849,-30.578019,1847.047356,0.860937,10:15,0.519631,0.709733,-0.475671,28.804021,-55.002805,24.967866,176.987,-3.678494,0.052454,-0.064158,-0.99656,3.683572,-3.006787,0.064158,-0.052454,0.99656,-3.683572,3.006787,-0.064158,0.052454,0.99656,-176.987,3.678494,-0.052454,0.064158,-0.99656
23,10/5/2024,07:59.2,7,1,"Tabor, Jacob",1000282880,Left,TOL_ROC,"Howard, Billy",1000076893,Right,ASH_UNI,Undefined,1,Top,2,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,79.79599,-0.692576,2.717117,2217.729329,267.368978,3:00,5.38388,-2.85362,6.04336,-42.0549,1.69953,7.18776,1.23735,0.26283,73.42186,-8.433856,4.010066,0.476083,,,,,,,,,,,,-2.94504,1.45634,2.63791,50,5.30714,-5.75818,-115.85116,-2.69748,-3.98908,22.32209,-30.20141,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,fdf4bbe0-8333-11ef-8cc6-2f507be82399,79.17205,,,6.37413,,,,,,,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,07:59.2,2024-10-05T12:07:59.2382476-04:00,2024-10-05T16:07:59.2382476Z,,v3,471468,,,"White, Brayden",1000223004,Right,TOL_ROC,45326184-dd6d-4324-9e28-f22c94894d73,54.45606,-116.70659,11.16105,5.38833,-1.5401,-15.10071,2.85565,-5.60531,-1.99454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,336.155964,-64.791914,944.546399,0.425907,5:15,0.887296,-0.161223,0.432103,-74.952361,-3.040782,51.352402,145.700656,-36.942518,0.450384,-0.601013,-0.660255,42.310805,-26.768347,0.601013,-0.450384,0.660255,-42.310805,26.768347,-0.601013,0.450384,0.660255,-145.700656,36.942518,-0.450384,0.601013,-0.660255
